Date,Open,High,Low,Close,Volume,is_outlier,data_quality
2025-05-02,1181.09058764281,1209.4663614496308,1179.092295430584,1182.3895263671875,5249372.0,0,1
2025-05-05,1188.9838228735969,1188.9838228735969,1163.305817670235,1172.1981201171875,7236056.0,0,1
2025-05-06,1176.9941263517048,1177.7934920320934,1156.711411381114,1160.4083251953125,5348267.0,0,1
2025-05-07,1158.0103867504365,1167.6021653881123,1151.9156196344402,1160.3084716796875,4263817.0,0,1
2025-05-08,1169.000902041538,1177.9932166726269,1164.6046349397911,1171.198974609375,9912347.0,0,1
2025-05-09,1159.0094902220203,1171.1990240051657,1147.5193099310263,1150.1170654296875,5379571.0,0,1
2025-05-12,1183.9881482207568,1207.9676550201646,1174.1964674912338,1201.9727783203125,7616208.0,0,1
2025-05-13,1204.17088139939,1213.76278193424,1188.983908829347,1192.580810546875,5569926.0,0,1
2025-05-14,1194.8788087975402,1198.375820040466,1184.887348103466,1194.4791259765625,4084921.0,0,1
2025-05-15,1195.9778616685178,1215.960783333823,1183.988108669335,1208.0675048828125,6705748.0,0,1
2025-05-16,1204.9701644737838,1212.2639795957512,1202.1725066819429,1207.767822265625,4016269.0,0,1
2025-05-19,1206.9684600284695,1217.959066866477,1200.0743277095955,1201.77294921875,4550022.0,0,1
2025-05-20,1206.9684640476503,1209.666109675897,1191.8813826402695,1194.7789306640625,4724482.0,0,1
2025-05-21,1196.0777462450546,1203.8711344442138,1181.6900183206467,1196.7772216796875,3712472.0,0,1
2025-05-22,1195.6780564317094,1195.6780564317094,1176.4945006220091,1187.485107421875,4795583.0,0,1
2025-05-23,1187.485119395582,1212.0640886389942,1187.0854365692512,1209.066650390625,3676469.0,0,1
2025-05-26,1215.1614996663016,1223.1546688717133,1207.667903536228,1214.162353515625,3607612.0,0,1
2025-05-27,1214.162341529213,1215.6610607404325,1189.3835904167065,1194.5791015625,7249163.0,0,1
2025-05-28,1194.5790654630853,1201.1734053999564,1190.6823712384548,1193.6798095703125,3525421.0,0,1
2025-05-29,1198.9753285293475,1207.9676434933178,1187.984721351162,1200.673828125,7788068.0,0,1
2025-05-30,1200.3741017035964,1207.767806945901,1188.584129401051,1191.181884765625,9998488.0,0,1
2025-06-02,1188.7840792835675,1199.8745766070429,1178.1930330443174,1193.380126953125,3761853.0,0,1
2025-06-03,1193.9795608940235,1197.8762549838802,1173.8967491583935,1180.4910888671875,8155665.0,0,1
2025-06-04,1180.7909490961636,1190.282837362319,1167.6021469572256,1170.0001220703125,4306355.0,0,1
2025-06-05,1171.498848863261,1174.4962872825274,1156.0120836970516,1158.0103759765625,10481600.0,0,1
2025-06-06,1157.9104875951884,1200.1742961943326,1150.216989127201,1193.5799560546875,14715421.0,0,1
2025-06-09,1211.4646926212756,1223.4544462802078,1205.1700231639036,1218.8583984375,9138108.0,1,0
2025-06-10,1223.3544631361597,1234.8446428531995,1217.3595867620518,1231.747314453125,7747558.0,0,1
2025-06-11,1231.547437255107,1240.73965439643,1227.051279882547,1230.3485107421875,4135775.0,0,1
2025-06-12,1229.948900657674,1236.0436677299426,1209.766197378075,1211.8643798828125,3461744.0,0,1
2025-06-13,1196.9769975725644,1210.6652500104622,1194.579022599905,1204.7703857421875,3906868.0,0,1
2025-06-16,1205.070075190406,1216.9599380589093,1194.9787240709816,1214.3621826171875,5697424.0,0,1
2025-06-17,1214.3621705402445,1225.9522406799451,1210.2656960037218,1214.0623779296875,4492946.0,0,1
2025-06-18,1208.7670098415024,1222.2554822950017,1202.872023413054,1219.9573974609375,3135662.0,0,1
2025-06-19,1216.9599001780673,1226.751580345239,1212.763535515606,1216.4603271484375,4243763.0,0,1
2025-06-20,1216.4603740469724,1224.9531158781012,1213.1631431378685,1219.6575927734375,4652390.0,0,1
2025-06-23,1211.564513300532,1221.855766720184,1204.5704907342642,1213.063232421875,2312469.0,0,1
2025-06-24,1221.85584819293,1237.3426134794584,1214.562032529616,1220.1572265625,6745788.0,0,1
2025-06-25,1225.2529376663326,1225.2529376663326,1209.9659532198973,1212.2640380859375,4229259.0,0,1
2025-06-26,1214.162353992752,1237.9420811746302,1210.1657693884756,1232.44677734375,8678448.0,0,1
2025-06-27,1235.8438054880892,1245.935156459947,1219.357895238218,1224.0538330078125,6068274.0,0,1
2025-06-30,1227.850614406535,1234.9445270212907,1192.0811367630172,1198.1759033203125,6559872.0,0,1
2025-07-01,1200.973663276553,1200.973663276553,1166.003548289299,1172.2982177734375,8702198.0,0,1
2025-07-02,1178.9924468672707,1180.8908489291716,1170.999277735967,1174.2965087890625,5471100.0,0,1
2025-07-03,1176.9941080825224,1179.991546388335,1167.0026470631462,1170.0999755859375,6237185.0,0,1
2025-07-04,1174.0,1179.5,1162.0,1177.5999755859375,3926186.0,0,1
2025-07-07,1177.5999755859375,1177.5999755859375,1167.5999755859375,1175.0999755859375,5783402.0,0,1
2025-07-08,1180.0,1180.0,1161.9000244140625,1165.4000244140625,9973619.0,0,1
2025-07-09,1160.0,1171.0,1158.5999755859375,1164.699951171875,8674795.0,0,1
2025-07-10,1170.0999755859375,1176.5999755859375,1163.0,1164.300048828125,4339755.0,0,1
2025-07-11,1162.0,1175.9000244140625,1160.5999755859375,1173.800048828125,4468654.0,0,1
2025-07-14,1179.0,1179.9000244140625,1163.0,1172.699951171875,4772502.0,0,1
2025-07-15,1174.0,1179.0,1162.300048828125,1165.9000244140625,4776756.0,0,1
2025-07-16,1164.9000244140625,1174.0,1157.0999755859375,1168.4000244140625,4388279.0,0,1
2025-07-17,1170.0,1172.9000244140625,1154.800048828125,1159.800048828125,5694428.0,0,1
2025-07-18,1090.0,1115.9000244140625,1086.0,1099.300048828125,38053695.0,1,0
2025-07-21,1086.0,1101.5,1071.9000244140625,1099.5999755859375,15905500.0,0,1
2025-07-22,1102.0,1110.5999755859375,1095.0,1098.0,9999957.0,0,1
2025-07-23,1099.5,1110.5,1098.0999755859375,1104.800048828125,6633979.0,0,1
2025-07-24,1104.0,1105.0,1089.4000244140625,1095.0999755859375,9901209.0,0,1
2025-07-25,1086.0999755859375,1101.0,1076.199951171875,1086.0999755859375,11779887.0,0,1
2025-07-28,1080.9000244140625,1092.199951171875,1067.4000244140625,1073.5999755859375,9029557.0,0,1
2025-07-29,1070.9000244140625,1078.699951171875,1055.4000244140625,1064.199951171875,15599773.0,0,1
2025-07-30,1070.5,1080.5999755859375,1062.0,1073.300048828125,8247433.0,0,1
2025-07-31,1066.0,1081.300048828125,1063.9000244140625,1068.4000244140625,7634413.0,0,1
2025-08-01,1065.0,1070.9000244140625,1060.0,1062.4000244140625,5545447.0,0,1
2025-08-04,1064.4000244140625,1070.0,1059.0,1068.5999755859375,4465845.0,0,1
2025-08-05,1068.0,1079.9000244140625,1062.5,1070.800048828125,5318081.0,0,1
2025-08-06,1074.0,1077.699951171875,1065.5999755859375,1071.0,4216651.0,0,1
2025-08-07,1067.800048828125,1079.699951171875,1064.5,1076.199951171875,5321131.0,0,1
2025-08-08,1073.0,1080.4000244140625,1054.199951171875,1058.0999755859375,5084903.0,0,1
2025-08-11,1058.0999755859375,1075.4000244140625,1052.5999755859375,1073.300048828125,5452775.0,0,1
2025-08-12,1071.0999755859375,1076.5999755859375,1066.300048828125,1070.0,4573025.0,0,1
2025-08-13,1071.0999755859375,1072.800048828125,1063.199951171875,1066.0,4966778.0,0,1
2025-08-14,1067.0,1072.4000244140625,1062.0,1068.199951171875,6761305.0,0,1
2025-08-15,1067.0,1072.4000244140625,1062.0,1068.199951171875,6761305.0,0,1
2025-08-18,1080.0,1090.0,1079.4000244140625,1082.5999755859375,7964987.0,0,1
2025-08-19,1078.0,1095.0,1075.800048828125,1083.199951171875,5661531.0,0,1
2025-08-20,1081.0,1083.699951171875,1077.800048828125,1080.199951171875,3034728.0,0,1
2025-08-21,1090.0,1090.0,1076.4000244140625,1078.9000244140625,6459262.0,0,1
2025-08-22,1076.0,1078.5,1069.5,1070.9000244140625,3853718.0,0,1
2025-08-25,1073.0,1074.5,1068.199951171875,1070.0,2711278.0,0,1
2025-08-26,1068.0,1069.800048828125,1048.0,1050.0999755859375,7197666.0,0,1
2025-08-27,1068.0,1069.800048828125,1048.0,1050.0999755859375,7197666.0,0,1
2025-08-28,1057.0,1059.5,1047.0,1051.9000244140625,8564803.0,0,1
2025-08-29,1052.0999755859375,1063.0,1042.5,1045.199951171875,4718016.0,0,1
2025-09-01,1047.5999755859375,1064.0,1047.5999755859375,1061.5,3190426.0,0,1
2025-09-02,1061.5,1064.9000244140625,1049.0,1056.199951171875,4933541.0,0,1
2025-09-03,1056.199951171875,1064.9000244140625,1045.0,1054.699951171875,8303296.0,0,1
2025-09-04,1058.199951171875,1062.199951171875,1047.300048828125,1050.4000244140625,8088417.0,0,1
2025-09-05,1056.5999755859375,1058.0,1047.800048828125,1055.9000244140625,2849589.0,0,1
2025-09-08,1055.9000244140625,1063.0,1054.0,1055.5,2260147.0,0,1
2025-09-09,1057.5,1059.0,1048.699951171875,1052.199951171875,4310419.0,0,1
2025-09-10,1058.0,1074.0999755859375,1055.0999755859375,1070.0999755859375,5241075.0,0,1
2025-09-11,1069.0,1093.0,1069.0,1087.4000244140625,5227539.0,0,1
2025-09-12,1088.4000244140625,1108.699951171875,1088.4000244140625,1105.300048828125,6014850.0,0,1
2025-09-15,1105.0,1110.0,1100.0,1104.4000244140625,3881807.0,0,1
2025-09-16,1105.699951171875,1127.0999755859375,1104.0,1121.199951171875,7965606.0,0,1
2025-09-17,1121.300048828125,1128.5,1116.0999755859375,1126.0,5590739.0,0,1
2025-09-18,1129.0,1134.4000244140625,1121.199951171875,1133.0,5713032.0,0,1
2025-09-19,1133.0,1144.0999755859375,1126.5999755859375,1135.9000244140625,8910732.0,0,1
2025-09-22,1136.0,1147.5999755859375,1131.199951171875,1144.4000244140625,7689900.0,0,1
2025-09-23,1146.0,1172.800048828125,1141.9000244140625,1170.800048828125,16079093.0,0,1
2025-09-24,1168.0,1172.800048828125,1154.0,1158.9000244140625,12812055.0,0,1
2025-09-25,1154.699951171875,1171.800048828125,1153.4000244140625,1166.5999755859375,11188302.0,0,1
2025-09-26,1161.5999755859375,1169.699951171875,1148.0,1154.0,5618932.0,0,1
2025-09-29,1155.4000244140625,1158.300048828125,1126.699951171875,1132.199951171875,9693881.0,0,1
2025-09-30,1130.0,1137.0,1125.4000244140625,1131.5999755859375,8165203.0,0,1
2025-10-01,1132.5,1164.800048828125,1131.0,1159.5,9655009.0,0,1
2025-10-02,1132.5,1164.800048828125,1131.0,1159.5,9655009.0,0,1
2025-10-03,1171.0,1188.0,1169.5,1181.0,11095015.0,0,1
2025-10-06,1185.0,1215.199951171875,1182.0999755859375,1212.800048828125,20128505.0,0,1
2025-10-07,1212.0,1212.0,1184.0,1186.800048828125,8620156.0,0,1
2025-10-08,1180.0999755859375,1194.800048828125,1174.0999755859375,1180.5999755859375,5160430.0,0,1
2025-10-09,1178.0,1187.300048828125,1163.0999755859375,1167.4000244140625,7194651.0,0,1
2025-10-10,1168.0,1191.699951171875,1165.199951171875,1180.4000244140625,6933035.0,0,1
2025-10-13,1171.0,1193.5999755859375,1167.5,1189.5999755859375,4138448.0,0,1
2025-10-14,1191.800048828125,1191.800048828125,1166.5999755859375,1176.800048828125,5742538.0,0,1
2025-10-15,1180.0,1181.699951171875,1164.0,1169.5999755859375,6328142.0,0,1
2025-10-16,1216.4000244140625,1216.9000244140625,1185.300048828125,1196.300048828125,17747171.0,0,1
2025-10-17,1196.300048828125,1212.9000244140625,1191.5999755859375,1200.199951171875,6404414.0,0,1
2025-10-20,1207.9000244140625,1231.699951171875,1207.0,1226.0,7418616.0,0,1
2025-10-21,1225.800048828125,1238.800048828125,1222.0,1237.300048828125,1940248.0,0,1
2025-10-22,1225.800048828125,1238.800048828125,1222.0,1237.300048828125,1940248.0,0,1
2025-10-23,1246.0,1276.0999755859375,1241.300048828125,1258.800048828125,14611221.0,0,1
2025-10-24,1254.199951171875,1256.0,1240.0999755859375,1241.9000244140625,4882046.0,0,1
2025-10-27,1243.4000244140625,1258.5,1242.5999755859375,1254.0999755859375,6185072.0,0,1
2025-10-28,1249.0,1258.9000244140625,1236.5999755859375,1246.300048828125,8146777.0,0,1
2025-10-29,1246.9000244140625,1251.0,1239.199951171875,1248.800048828125,4578825.0,0,1
2025-10-30,1243.0,1248.0,1235.0,1238.5999755859375,4017532.0,0,1
2025-10-31,1243.0,1245.4000244140625,1231.0,1232.800048828125,4106607.0,0,1
2025-11-03,1226.0,1241.0,1222.300048828125,1233.699951171875,6118907.0,0,1
2025-11-04,1230.0999755859375,1235.9000244140625,1222.800048828125,1226.5999755859375,3299345.0,0,1
2025-11-05,1230.0999755859375,1235.9000244140625,1222.800048828125,1226.5999755859375,3299345.0,0,1
2025-11-06,1225.0,1239.5999755859375,1225.0,1228.5,3733721.0,0,1
2025-11-07,1227.0,1228.800048828125,1217.0,1222.800048828125,3461466.0,0,1
2025-11-10,1222.0,1232.800048828125,1215.5,1217.0,4140568.0,0,1
2025-11-11,1218.0999755859375,1225.0,1209.4000244140625,1222.5,5615453.0,0,1
2025-11-12,1227.9000244140625,1232.699951171875,1216.5,1221.5999755859375,6782513.0,0,1
2025-11-13,1219.0,1234.800048828125,1213.199951171875,1225.199951171875,3345231.0,0,1
2025-11-14,1224.0,1246.0,1222.0,1241.5999755859375,5197740.0,0,1
2025-11-17,1243.9000244140625,1261.0,1240.4000244140625,1249.5999755859375,4088026.0,0,1
2025-11-18,1250.0,1273.5,1247.5999755859375,1265.4000244140625,10175969.0,0,1
2025-11-19,1268.0,1273.0,1257.800048828125,1270.4000244140625,4101288.0,0,1
2025-11-20,1275.0,1287.300048828125,1262.5999755859375,1285.199951171875,4617594.0,0,1
2025-11-21,1284.0,1284.5,1273.0,1275.800048828125,6363593.0,0,1
2025-11-24,1279.199951171875,1290.9000244140625,1266.5999755859375,1269.0,10491953.0,0,1
2025-11-25,1269.0999755859375,1276.699951171875,1263.699951171875,1266.300048828125,5290156.0,0,1
2025-11-26,1271.9000244140625,1292.800048828125,1269.300048828125,1290.199951171875,4842021.0,0,1
2025-11-27,1297.0,1304.0,1281.0,1287.300048828125,5924706.0,0,1
2025-11-28,1287.300048828125,1289.0,1275.0,1279.699951171875,3093636.0,0,1
2025-12-01,1288.0,1289.0,1268.5,1275.699951171875,4098016.0,0,1
2025-12-02,1270.699951171875,1281.0,1255.0999755859375,1258.0,8115347.0,0,1
2025-12-03,1255.0,1272.9000244140625,1255.0,1270.699951171875,3582794.0,0,1
2025-12-04,1270.699951171875,1282.800048828125,1269.4000244140625,1280.0,3216108.0,0,1
2025-12-05,1275.199951171875,1285.0,1267.300048828125,1282.5,2728214.0,0,1
2025-12-08,1284.0,1288.800048828125,1265.0999755859375,1273.800048828125,2969478.0,0,1
2025-12-09,1272.0,1281.4000244140625,1263.199951171875,1275.9000244140625,4239279.0,0,1
2025-12-10,1273.0,1284.0,1268.300048828125,1278.5999755859375,2928746.0,0,1
2025-12-11,1277.4000244140625,1282.0,1271.0,1272.699951171875,2017404.0,0,1
2025-12-12,1278.0,1291.0,1277.9000244140625,1286.0999755859375,2281078.0,0,1
2025-12-15,1285.0,1290.4000244140625,1280.0,1284.800048828125,1634472.0,0,1
2025-12-16,1277.0999755859375,1277.5999755859375,1216.9000244140625,1219.5999755859375,11542048.0,1,0
2025-12-17,1220.5999755859375,1236.0,1220.300048828125,1224.699951171875,5147181.0,0,1
2025-12-18,1226.0999755859375,1238.5,1220.199951171875,1229.800048828125,3441592.0,0,1
2025-12-19,1236.699951171875,1241.5,1229.0999755859375,1230.5999755859375,5055047.0,0,1
2025-12-22,1235.0,1236.9000244140625,1226.800048828125,1233.199951171875,2405809.0,0,1
2025-12-23,1239.0,1239.0,1223.5,1225.0,2920318.0,0,1
2025-12-24,1230.0,1235.4000244140625,1224.699951171875,1226.300048828125,3155506.0,0,1
2025-12-25,1230.0,1235.4000244140625,1224.699951171875,1226.300048828125,3155506.0,0,1
2025-12-26,1225.0,1229.9000244140625,1222.0,1228.199951171875,1665983.0,0,1
2025-12-29,1228.199951171875,1233.9000244140625,1219.0,1232.0,2209655.0,0,1
2025-12-30,1233.0,1252.0999755859375,1232.0,1246.0,5673233.0,0,1
2025-12-31,1246.0,1271.5,1245.0,1269.4000244140625,3711090.0,0,1
2026-01-01,1270.0,1279.199951171875,1263.800048828125,1274.4000244140625,2022412.0,0,1
2026-01-02,1273.9000244140625,1281.800048828125,1264.300048828125,1266.9000244140625,5860547.0,0,1
2026-01-05,1274.199951171875,1289.699951171875,1270.0,1285.800048828125,6177100.0,0,1
2026-01-06,1304.5999755859375,1304.5999755859375,1285.4000244140625,1293.800048828125,6751769.0,0,1
2026-01-07,1293.0,1299.0,1284.0,1295.5,5440002.0,0,1
2026-01-08,1291.0999755859375,1303.199951171875,1283.800048828125,1286.800048828125,3949654.0,0,1
2026-01-09,1286.800048828125,1295.300048828125,1270.0999755859375,1272.0,5531427.0,0,1
2026-01-12,1274.699951171875,1279.5999755859375,1266.5,1274.199951171875,6489750.0,0,1
2026-01-13,1274.0,1284.0,1258.699951171875,1262.0,5163166.0,0,1
2026-01-14,1255.0,1308.0,1253.5,1298.800048828125,7776704.0,0,1
2026-01-15,1298.800048828125,1298.800048828125,1298.800048828125,1298.800048828125,0.0,0,1
2026-01-16,1298.800048828125,1309.0,1286.5,1294.199951171875,5175495.0,0,1
2026-01-19,1307.0,1327.0,1297.0999755859375,1307.5,8833223.0,0,1
2026-01-20,1306.0999755859375,1310.9000244140625,1290.0,1293.5,6268527.0,0,1
2026-01-21,1290.0,1297.699951171875,1267.4000244140625,1284.9000244140625,3854702.0,0,1
2026-01-22,1290.0,1298.9000244140625,1281.4000244140625,1294.800048828125,5949677.0,0,1
2026-01-23,1297.0,1299.0,1248.0,1258.0,8885549.0,0,1
2026-01-26,1297.0,1299.0,1248.0,1258.0,8885549.0,0,1
2026-01-27,1288.800048828125,1333.199951171875,1278.4000244140625,1315.800048828125,22715357.0,0,1
2026-01-28,1348.0,1369.4000244140625,1310.199951171875,1319.800048828125,15426403.0,0,1
2026-01-29,1318.0,1367.0,1306.0,1363.699951171875,16107684.0,0,1
2026-01-30,1352.0,1378.699951171875,1352.0,1370.4000244140625,14758482.0,0,1
2026-02-02,1339.0,1352.699951171875,1302.9000244140625,1311.5,8647298.0,0,1
2026-02-03,1403.0,1418.300048828125,1345.5,1356.199951171875,10384723.0,1,0
2026-02-04,1369.699951171875,1369.9000244140625,1336.5999755859375,1338.699951171875,6672251.0,0,1
2026-02-05,1340.0,1340.0,1317.4000244140625,1330.5999755859375,3766488.0,0,1
2026-02-06,1325.0,1346.4000244140625,1324.699951171875,1341.5999755859375,5876574.0,0,1
2026-02-09,1350.0,1350.0,1330.699951171875,1341.4000244140625,4077536.0,0,1
2026-02-10,1352.5999755859375,1360.0999755859375,1343.300048828125,1356.699951171875,5478998.0,0,1
2026-02-11,1358.0,1360.0,1344.800048828125,1347.300048828125,3866272.0,0,1
2026-02-12,1347.9000244140625,1357.699951171875,1336.199951171875,1340.0,4152620.0,0,1
2026-02-13,1341.300048828125,1346.5,1316.0999755859375,1332.300048828125,4624549.0,0,1
2026-02-16,1324.0,1361.9000244140625,1324.0,1358.300048828125,5082167.0,0,1
2026-02-17,1358.300048828125,1360.9000244140625,1350.4000244140625,1357.199951171875,4513065.0,0,1
2026-02-18,1363.0,1378.5,1353.800048828125,1377.0,5556076.0,0,1
2026-02-19,1381.0999755859375,1382.800048828125,1351.0,1356.5999755859375,2744704.0,0,1
2026-02-20,1351.0,1376.5,1351.0,1368.300048828125,3791536.0,0,1
2026-02-23,1380.5,1402.0,1380.199951171875,1386.699951171875,6160153.0,0,1
2026-02-24,1398.0,1398.0,1383.5,1387.5999755859375,7888492.0,0,1
2026-02-25,1394.0,1404.300048828125,1387.5999755859375,1403.0,4379373.0,0,1
2026-02-26,1403.0,1405.699951171875,1386.0,1395.5,8979547.0,0,1
2026-02-27,1387.0,1395.5,1381.0,1383.9000244140625,5840317.0,0,1
2026-03-02,1369.0999755859375,1384.699951171875,1353.5999755859375,1372.300048828125,5132511.0,0,1
2026-03-03,1369.0999755859375,1384.699951171875,1353.5999755859375,1372.300048828125,5132511.0,0,1
2026-03-04,1344.5,1357.5999755859375,1327.0,1351.300048828125,5832353.0,0,1
2026-03-05,1354.9000244140625,1355.800048828125,1335.300048828125,1349.0999755859375,6057499.0,0,1
2026-03-06,1347.0,1347.9000244140625,1313.5,1315.800048828125,11629935.0,0,1
2026-03-09,1282.199951171875,1291.0,1260.800048828125,1288.300048828125,7926265.0,1,0
2026-03-10,1295.199951171875,1319.5,1284.5999755859375,1314.699951171875,6289277.0,0,1
2026-03-11,1310.0,1317.5,1252.699951171875,1255.800048828125,6859908.0,0,1
2026-03-12,1243.199951171875,1251.0999755859375,1231.800048828125,1234.5,9663320.0,1,0
2026-03-13,1224.0,1234.5,1194.300048828125,1197.300048828125,9098187.0,0,1
2026-03-16,1199.199951171875,1219.9000244140625,1180.0999755859375,1214.699951171875,8743794.0,0,1
2026-03-17,1219.699951171875,1232.300048828125,1210.0,1228.0999755859375,5707317.0,0,1
2026-03-18,1228.0,1260.0,1224.199951171875,1253.199951171875,6018952.0,0,1
2026-03-19,1221.0,1241.5,1202.0,1207.0,8264698.0,0,1
2026-03-20,1208.5999755859375,1231.800048828125,1199.699951171875,1203.9000244140625,7518686.0,0,1
2026-03-23,1181.0,1185.0999755859375,1165.0,1170.5999755859375,6697446.0,0,1
2026-03-24,1187.0,1202.800048828125,1169.5999755859375,1192.699951171875,8274701.0,0,1
2026-03-25,1200.0,1239.0,1198.0,1222.0999755859375,9645791.0,0,1
2026-03-26,1200.0,1239.0,1198.0,1222.0999755859375,9645791.0,0,1
2026-03-27,1209.5,1213.5,1202.0,1205.199951171875,9479301.0,0,1
2026-03-30,1185.0999755859375,1188.800048828125,1153.9000244140625,1161.300048828125,18534887.0,0,1
2026-03-31,1185.0999755859375,1188.800048828125,1153.9000244140625,1161.300048828125,18534887.0,0,1
2026-04-01,1175.0,1208.0,1175.0,1193.0999755859375,6595695.0,0,1
2026-04-02,1174.5999755859375,1202.300048828125,1150.300048828125,1197.9000244140625,9501543.0,0,1
2026-04-03,1174.5999755859375,1202.300048828125,1150.300048828125,1197.9000244140625,9501543.0,0,1
2026-04-06,1202.0999755859375,1249.800048828125,1196.4000244140625,1245.300048828125,7847086.0,0,1
2026-04-07,1237.800048828125,1255.5,1221.0,1250.0999755859375,9248545.0,0,1
2026-04-08,1300.0999755859375,1335.5999755859375,1300.0999755859375,1333.0,13519723.0,1,0
2026-04-09,1322.300048828125,1338.5999755859375,1312.800048828125,1318.5,6542529.0,0,1
2026-04-10,1328.800048828125,1358.5999755859375,1326.0999755859375,1350.800048828125,6755589.0,0,1
2026-04-13,1318.0,1366.9000244140625,1315.300048828125,1353.5999755859375,8974851.0,0,1
2026-04-14,1318.0,1366.9000244140625,1315.300048828125,1353.5999755859375,8974851.0,0,1
2026-04-15,1367.0,1384.5,1349.0,1355.5,6789879.0,0,1
2026-04-16,1362.0,1364.5,1343.0,1349.5999755859375,5232398.0,0,1
2026-04-17,1353.0,1364.300048828125,1344.0999755859375,1359.0999755859375,4062181.0,0,1
2026-04-20,1359.5,1374.0,1348.0,1354.699951171875,4878641.0,0,1
2026-04-21,1361.0,1380.300048828125,1354.699951171875,1377.699951171875,5145338.0,0,1
2026-04-22,1370.0,1391.0,1366.0,1379.5999755859375,3997911.0,0,1
2026-04-23,1369.0,1384.199951171875,1365.4000244140625,1369.5999755859375,5671255.0,0,1
2026-04-24,1369.0,1375.0,1350.0,1365.9000244140625,3648313.0,0,1
2026-04-27,1325.0,1327.300048828125,1299.9000244140625,1324.199951171875,10768267.0,0,1
2026-04-28,1312.0,1321.4000244140625,1285.5,1289.0,9939787.0,0,1
2026-04-29,1295.0,1309.199951171875,1279.0,1296.4000244140625,6228275.0,0,1
2026-04-30,1288.0,1288.0,1257.300048828125,1268.300048828125,16481853.0,0,1
2026-05-01,1268.300048828125,1268.300048828125,1268.300048828125,1268.300048828125,0.0,0,1
2026-05-04,1268.300048828125,1294.4000244140625,1264.5,1275.0999755859375,9759479.0,0,1
2026-05-05,1268.0,1273.699951171875,1252.0,1259.699951171875,10163714.0,0,1
2026-05-06,1275.0,1301.0,1255.199951171875,1294.199951171875,7277673.0,0,1
2026-05-07,1299.0,1308.0999755859375,1281.199951171875,1292.699951171875,6785048.0,0,1
2026-05-08,1280.0,1282.0,1264.5999755859375,1268.300048828125,6358595.0,0,1
2026-05-11,1258.699951171875,1283.0,1251.699951171875,1272.300048828125,7341360.0,0,1
2026-05-12,1270.4000244140625,1274.0,1256.9000244140625,1260.0999755859375,5727828.0,0,1
2026-05-13,1256.0999755859375,1275.300048828125,1247.5,1255.699951171875,6045406.0,0,1
2026-05-14,1256.5999755859375,1269.0,1235.800048828125,1254.5999755859375,5822618.0,0,1
2026-05-15,1259.5999755859375,1263.4000244140625,1242.0,1244.800048828125,4805485.0,0,1
2026-05-18,1239.0,1242.0,1222.0999755859375,1237.9000244140625,6052023.0,0,1
2026-05-19,1238.5,1249.800048828125,1231.300048828125,1238.300048828125,9200314.0,0,1
2026-05-20,1234.0,1254.0999755859375,1226.5999755859375,1249.800048828125,3562641.0,0,1
2026-05-21,1256.9000244140625,1262.699951171875,1244.800048828125,1253.300048828125,5171528.0,0,1
2026-05-22,1254.0999755859375,1288.800048828125,1254.0999755859375,1285.4000244140625,5016900.0,0,1
2026-05-25,1300.4000244140625,1314.5,1293.9000244140625,1311.199951171875,5671455.0,0,1
2026-05-26,1309.800048828125,1317.0,1291.5,1299.300048828125,6455265.0,0,1
2026-05-27,1296.300048828125,1314.5,1293.0999755859375,1304.0999755859375,7243174.0,0,1
2026-05-28,1304.0999755859375,1304.0999755859375,1304.0999755859375,1304.0999755859375,0.0,0,1
2026-05-29,1296.0999755859375,1312.5999755859375,1277.4000244140625,1286.5999755859375,15215715.0,0,1
2026-06-01,1289.0,1293.199951171875,1267.0,1275.9000244140625,4311076.0,0,1
2026-06-02,1263.0,1275.800048828125,1244.9000244140625,1251.0999755859375,11884695.0,0,1
2026-06-03,1245.0999755859375,1264.800048828125,1230.300048828125,1255.199951171875,7953326.0,0,1
2026-06-04,1246.0,1259.9000244140625,1244.0999755859375,1253.300048828125,6392593.0,0,1
2026-06-05,1260.0,1276.0,1252.0999755859375,1272.300048828125,7825303.0,0,1
2026-06-08,1262.0,1279.199951171875,1262.0,1268.0999755859375,5034388.0,0,1
2026-06-09,1275.9000244140625,1298.4000244140625,1271.5,1292.4000244140625,7533504.0,0,1
2026-06-10,1283.5,1326.5,1283.5,1314.5,12262606.0,0,1
2026-06-11,1308.800048828125,1339.5,1307.300048828125,1317.300048828125,8196686.0,0,1
2026-06-12,1332.0,1358.5,1318.5,1356.300048828125,8535670.0,0,1
2026-06-15,1372.0,1378.0,1360.5999755859375,1368.300048828125,7522828.0,0,1
2026-06-16,1363.5,1371.5,1349.199951171875,1365.699951171875,7709061.0,0,1
2026-06-17,1364.0999755859375,1365.699951171875,1349.300048828125,1350.9000244140625,4761917.0,0,1
2026-06-18,1347.5999755859375,1365.9000244140625,1345.0,1360.0999755859375,5186573.0,0,1
2026-06-19,1356.800048828125,1363.0,1350.5,1357.9000244140625,4640277.0,0,1
2026-06-22,1361.0,1366.0999755859375,1355.199951171875,1358.5999755859375,3153263.0,0,1
